order_id;product_id;quantity;unit_price;discount_amount;ingestion_ts;ingest_date;source_file
O000018;P00045;3;571.07;102.22;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000019;P00009;1;322.42;22.74;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000020;P00022;3;403.53;45.93;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000021;P00039;1;45.52;6.88;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000021;P00059;2;555.92;163.12;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000021;P00010;2;68.83;14.0;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000021;P00002;2;83.39;3.5;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000022;P00043;1;731.98;181.67;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000022;P00039;3;595.77;7.66;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000022;P00002;3;799.77;100.59;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000023;P00050;3;776.85;229.24;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000023;P00029;2;611.15;83.63;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000023;P00059;3;265.46;47.44;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000024;P00003;3;75.02;16.45;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000024;P00056;3;494.31;33.36;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000024;P00044;3;764.95;3.5;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000025;P00055;2;463.29;106.48;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
;P00058;3;156.85;40.41;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000026;P00013;3;149.16;1.33;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000026;P00023;3;584.92;169.86;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000026;P00014;3;716.43;163.22;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000026;P00026;3;252.95;26.11;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000027;P00052;1;96.68;1.49;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000027;P00048;2;478.25;73.11;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000027;P00014;2;128.7;14.99;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000028;P00014;2;522.52;133.46;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000029;P00009;1;290.74;41.01;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000029;P00019;1;490.66;14.89;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000029;P00025;1;164.17;21.77;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000030;P00022;2;464.2;85.36;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000031;P00043;1;136.64;35.37;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000031;P00046;1;50;2.51;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000031;P00038;2;314.32;91.86;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000032;P00039;3;433.37;100.34;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000032;P00003;3;581.52;142.01;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000032;P00014;1;45.12;10.72;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000033;P00025;3;267.21;75.6;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000033;P00044;2;397.13;42.88;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000033;P00054;1;737.04;14.97;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000033;P00016;2;383.58;65.88;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000034;P00032;3;free;17.25;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000034;P00038;3;702.29;3.36;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000035;P00010;1;777.84;5.0;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000035;P00002;3;651.62;53.98;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000035;P00046;3;303.88;21.98;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000035;P00008;3;647.65;128.61;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000036;P00025;2;774.99;13.44;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000036;P00060;2;73.56;2.59;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000036;P00023;3;386.45;102.15;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000037;P00055;2;419.21;10.8;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000038;P00022;3;508.29;108.05;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000038;P00016;2;591.68;108.56;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000039;P00032;1;708.25;42.79;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000040;P00034;two;298.0;0.46;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000040;P00041;3;328.65;82.31;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000040;P00027;3;656.78;147.93;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000040;P00002;2;744.44;177.41;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000041;P00040;2;329.75;36.85;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000041;P00017;1;35.84;3.05;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000042;P00019;1;59.44;7.66;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000043;P00020;1;539.53;78.86;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000043;P00037;2;234.13;36.77;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000043;P00027;2;17.71;3.14;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000043;P00028;2;205.47;26.6;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000044;P00029;3;324.58;62.37;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000044;P00007;3;623.72;6.12;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000045;P00027;3;328.63;31.19;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000045;P00007;2;765.9;48.36;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000046;P00047;2;232.54;27.46;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000046;P00038;3;527.33;128.39;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000046;P00007;1;273.37;66.2;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000047;P00059;3;134.11;36.37;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000047;P00046;3;517.59;37.74;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000047;P00060;1;213.47;61.9;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000047;P00015;1;191.25;37.07;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000048;P00025;3;192.07;28.86;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000048;P00026;1;537.88;33.6;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000048;P00001;1;170.19;25.51;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000049;P00003;1;691.0;198.03;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000049;P00034;3;372.95;98.23;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000050;P00059;3;197.69;2.18;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000050;P00055;1;420.46;120.94;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000050;P00033;1;692.18;167.59;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000050;P00017;2;407.29;121.86;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000051;P00041;1;676.25;10.69;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000051;P00030;2;375.34;48.0;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000051;P00008;1;275.51;69.37;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000051;P00019;1;512.88;39.44;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000052;P00019;2;412.99;4.96;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000052;P00023;3;356.15;12.43;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000052;P00034;3;257.81;17.79;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000053;P00016;3;18.8;1.02;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000053;P00017;2;695.82;200.45;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000053;P00057;2;726.24;17.17;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000053;P00046;1;722.86;147.06;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000054;P00017;1;442.43;82.33;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000055;P00014;1;378.18;12.13;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000055;P00015;3;653.47;172.76;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000056;P00059;3;495.4;19.87;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000056;P00053;1;736.97;34.37;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000057;P00038;2;160.04;11.32;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000057;P00037;2;262.28;44.72;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000057;P00029;1;193.39;33.23;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000058;P00015;2;498.81;2.86;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000059;P00017;2;289.12;51.61;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000059;P00025;3;783.18;76.1;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000059;P00033;2;111.89;4.07;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000060;P00020;2;303.12;80.48;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000060;P00023;1;602.39;112.66;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000060;P00042;2;357.1;65.33;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000060;P00056;1;562.92;81.66;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000061;P00020;3;50;18.17;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000062;P00038;2;195.56;27.73;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
;P00054;3;487.99;15.78;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000063;P00035;3;505.61;6.76;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000063;P00026;2;185.99;29.92;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000063;P00022;1;21.62;2.48;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000064;P00023;1;39.52;11.05;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000064;P00050;2;361.46;97.62;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000065;P00055;1;502.67;21.67;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000066;P00002;2;20.14;2.09;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000067;P00006;3;604.54;11.23;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000067;P00022;2;611.25;158.02;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000068;P00034;2;640.64;109.47;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000069;P00059;1;228.49;46.67;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000070;P00055;1;369.57;95.96;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000070;P00054;3;482.73;126.85;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000071;P00022;2;426.6;78.03;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000071;P00016;1;50;R$10;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000072;P00029;3;257.63;16.02;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000072;P00047;1;474.06;69.69;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000072;P00055;3;390.24;35.59;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000072;P00002;2;643.47;38.57;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000073;P00038;2;495.04;7.94;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000073;P00017;;57.69;10.33;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000073;P00060;2;25.41;6.61;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000074;P00048;1;free;68.47;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000074;P00032;1;554.25;91.97;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000074;P00042;1;20.98;3.81;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000074;P00046;2;free;146.41;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
